Event Naam,Event Id,Klant Id,Data
view_item_list,10,,"{""item_list_id"":""M10"",""item_list_name"":""M10"",""items"":[{""item_id"":""577"",""item_name"":""verzinkte zeskantbout M10 x 20 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""0.29"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""578"",""item_name"":""verzinkte zeskantbout M10 x 30 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""0.35"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""579"",""item_name"":""verzinkte zeskantbout M10 x 40 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""0.44"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""580"",""item_name"":""verzinkte zeskantbout M10 x 50 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""0.5"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""581"",""item_name"":""verzinkte zeskantbout M10 x 60 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""0.56"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""582"",""item_name"":""verzinkte zeskantbout M10 x 70 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""0.62"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""583"",""item_name"":""verzinkte zeskantbout M10 x 80 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""0.76"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""584"",""item_name"":""verzinkte zeskantbout M10 x 90 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""0.82"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""585"",""item_name"":""verzinkte zeskantbout M10 x 100 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""0.88"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""586"",""item_name"":""verzinkte zeskantbout M10 x 110 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""0.96"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""587"",""item_name"":""verzinkte zeskantbout M10 x 120 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""1.03"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""588"",""item_name"":""verzinkte zeskantbout M10 x 130 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""1.15"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""589"",""item_name"":""verzinkte zeskantbout M10 x 140 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""1.29"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""590"",""item_name"":""verzinkte zeskantbout M10 x 150 "",""currency"":""EUR"",""item_category"":""M10"",""price"":""1.36"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item_list,5,,"{""item_list_id"":""Stalen aanlasscharnier"",""item_list_name"":""Stalen aanlasscharnier"",""items"":[{""item_id"":""296"",""item_name"":""Stalen aanlasscharnier 40mm "",""currency"":""EUR"",""item_category"":""Stalen aanlasscharnier"",""price"":""3.52"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""147"",""item_name"":""stalen aanlasscharnier 60mm "",""currency"":""EUR"",""item_category"":""Stalen aanlasscharnier"",""price"":""3.96"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""297"",""item_name"":""stalen aanlasscharnier 80mm "",""currency"":""EUR"",""item_category"":""Stalen aanlasscharnier"",""price"":""5.02"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""298"",""item_name"":""stalen aanlasscharnier100mm "",""currency"":""EUR"",""item_category"":""Stalen aanlasscharnier"",""price"":""8.46"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""148"",""item_name"":""stalen aanlasscharnier120mm "",""currency"":""EUR"",""item_category"":""Stalen aanlasscharnier"",""price"":""9.44"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,10,,"{""currency"":""EUR"",""value"":""133.61"",""items"":[{""item_id"":""1325_2029"",""item_name"":""rvs L-profiel 70x70x7mm  A"",""currency"":""EUR"",""item_category"":""L-Profiel"",""price"":""133.61"",""item_brand"":""No brand""}]}"
view_cart,,,"{""currency"":""EUR"",""value"":""262.88"",""items"":[{""item_id"":""1440_4038"",""item_name"":""stalen koker 20x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""159.79"",""item_brand"":""No brand"",""quantity"":""19""},{""item_id"":""965_3585"",""item_name"":""plaat staal 500 x 1000 x 0.75mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""132.2"",""item_brand"":""No brand"",""quantity"":""10""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""13.22"",""items"":[{""item_id"":""965_3585"",""item_name"":""plaat staal 500 x 1000 x 0.75mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""13.22"",""item_brand"":""No brand""}]}"
view_cart,,,"{""currency"":""EUR"",""value"":""151.87"",""items"":[{""item_id"":""1440_4038"",""item_name"":""stalen koker 20x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""159.79"",""item_brand"":""No brand"",""quantity"":""19""}]}"
view_cart,,,"{""currency"":""EUR"",""value"":""94.34"",""items"":[{""item_id"":""1045_104"",""item_name"":""stalen koker 45x45x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""94.32"",""item_brand"":""No brand"",""quantity"":""6""}]}"
view_item_list,10,,"{""item_list_id"":""Staalplaat"",""item_list_name"":""Staalplaat"",""items"":[{""item_id"":""965_3585"",""item_name"":""plaat staal 500 x 1000 x 0.75mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""13.22"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""966_3591"",""item_name"":""plaat staal 500 x 1000 x 1.00mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""16.12"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""967_3597"",""item_name"":""plaat staal 500 x 1000 x 1.50mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""22.18"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""968_3603"",""item_name"":""plaat staal 500 x 1000 x 2.00mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""28.24"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""969_3609"",""item_name"":""plaat staal 500 x 1000 x 2.50mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""34.39"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""970_3615"",""item_name"":""plaat staal 500 x 1000 x 3.00mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""40.55"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""971_3621"",""item_name"":""plaat staal 500 x 1000 x 4.0mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""47.38"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""972_3627"",""item_name"":""plaat staal 500 x 1000 x 5.0mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""58.32"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""973"",""item_name"":""plaat staal 500 x 1000 x 6.0mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""69.26"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""15.72"",""items"":[{""item_id"":""1045_104"",""item_name"":""stalen koker 45x45x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""15.72"",""item_brand"":""No brand""}]}"
add_to_cart,13,,"{""currency"":""EUR"",""value"":""13.22"",""items"":[{""item_id"":""965_3585"",""item_name"":""plaat staal 500 x 1000 x 0.75mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""13.22"",""item_brand"":""No brand""}]}"
view_item_list,11,91595,"{""item_list_id"":""RVS Lasbocht 90 graden"",""item_list_name"":""RVS Lasbocht 90 graden"",""items"":[{""item_id"":""289"",""item_name"":""rvs lasbocht 90 graden 21,3 x 2mm "",""currency"":""EUR"",""item_category"":""RVS Lasbocht 90 graden"",""price"":""8.11"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""290"",""item_name"":""rvs lasbocht 90 graden 26,9 x 2mm "",""currency"":""EUR"",""item_category"":""RVS Lasbocht 90 graden"",""price"":""8.29"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""291"",""item_name"":""rvs lasbocht 90 graden  33,7 x 2mm "",""currency"":""EUR"",""item_category"":""RVS Lasbocht 90 graden"",""price"":""9.34"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""292"",""item_name"":""rvs lasbocht 90 graden 42,4 x 2mm "",""currency"":""EUR"",""item_category"":""RVS Lasbocht 90 graden"",""price"":""13.55"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""293"",""item_name"":""rvs lasbocht 90 graden 48,3 x 2mm "",""currency"":""EUR"",""item_category"":""RVS Lasbocht 90 graden"",""price"":""13.01"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""294"",""item_name"":""rvs lasbocht 90 graden 60,3 x 2mm "",""currency"":""EUR"",""item_category"":""RVS Lasbocht 90 graden"",""price"":""17.24"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_cart,,,"{""currency"":""EUR"",""value"":""227.24"",""items"":[{""item_id"":""1440_4038"",""item_name"":""stalen koker 20x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""159.79"",""item_brand"":""No brand"",""quantity"":""19""},{""item_id"":""965_3585"",""item_name"":""plaat staal 500 x 1000 x 0.75mm  A"",""currency"":""EUR"",""item_category"":""Staalplaat"",""price"":""79.32"",""item_brand"":""No brand"",""quantity"":""6""}]}"
view_item_list,10,,"{""item_list_id"":""L-profiel"",""item_list_name"":""L-profiel"",""items"":[{""item_id"":""1386_2435"",""item_name"":""Verzinkte stalen  L-profiel 30 x 30 x 3mm  A"",""currency"":""EUR"",""item_category"":""L-profiel"",""price"":""20.91"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1387_2442"",""item_name"":""Verzinkte stalen  L-profiel 40 x 40 x 4mm  A"",""currency"":""EUR"",""item_category"":""L-profiel"",""price"":""35.22"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1388_2449"",""item_name"":""Verzinkte stalen  L-profiel 50 x 50 x 5mm  A"",""currency"":""EUR"",""item_category"":""L-profiel"",""price"":""53.45"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""18.63"",""items"":[{""item_id"":""25"",""item_name"":""zinc spray "",""currency"":""EUR"",""item_category"":""Zinkspray"",""price"":""18.63"",""item_brand"":""No brand""}]}"
view_item_list,10,,"{""item_list_id"":""glijlager"",""item_list_name"":""glijlager"",""items"":[{""item_id"":""274"",""item_name"":""Flens glijlager, 8mm x 10mm x 7,5 mm "",""currency"":""EUR"",""item_category"":""glijlager"",""price"":""1.02"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""285"",""item_name"":""Flens glijlager, 10mm x 12mm  x 12mm "",""currency"":""EUR"",""item_category"":""glijlager"",""price"":""1.38"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""286"",""item_name"":""Flens glijlager, 12mm x 14mm  x 12mm "",""currency"":""EUR"",""item_category"":""glijlager"",""price"":""1.52"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""287"",""item_name"":""Flens glijlager, 20mm x 23mm x 16,5mm "",""currency"":""EUR"",""item_category"":""glijlager"",""price"":""2.83"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""288"",""item_name"":""Flens glijlager, 25mm x 28mm x 22mm "",""currency"":""EUR"",""item_category"":""glijlager"",""price"":""4.13"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""275"",""item_name"":""bus glijlager, 8mm x 10mm x 8mm "",""currency"":""EUR"",""item_category"":""glijlager"",""price"":""0.68"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""281"",""item_name"":""bus glijlager, 10mm x 12mm x 10mm "",""currency"":""EUR"",""item_category"":""glijlager"",""price"":""0.91"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""282"",""item_name"":""bus glijlager, 12mm x 14mm x 12mm "",""currency"":""EUR"",""item_category"":""glijlager"",""price"":""1.02"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""283"",""item_name"":""bus glijlager, 20mm x 23mm x 20mm "",""currency"":""EUR"",""item_category"":""glijlager"",""price"":""2.08"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""284"",""item_name"":""bus glijlager, 25mm x 28mm x25mm "",""currency"":""EUR"",""item_category"":""glijlager"",""price"":""2.96"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""8.41"",""items"":[{""item_id"":""1440_4038"",""item_name"":""stalen koker 20x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""8.41"",""item_brand"":""No brand""}]}"
view_item,,,"{""currency"":""EUR"",""value"":""13.7"",""items"":[{""item_id"":""1445_2701"",""item_name"":""stalen koker 50x30x2mm  A"",""currency"":""EUR"",""item_category"":""Koker rechthoek"",""price"":""13.7"",""item_brand"":""No brand""}]}"
view_item_list,5,,"{""item_list_id"":""L-profiel gelijk"",""item_list_name"":""L-profiel gelijk"",""items"":[{""item_id"":""1981_3889"",""item_name"":""stalen L-profiel wgw 20 x 20 x 3mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""6.53"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1157_3829"",""item_name"":""stalen L-profiel wgw 25 x 25 x 3mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""7.68"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1158_3835"",""item_name"":""stalen L-profiel wgw 30 x 30 x 3mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""8.62"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1159_3841"",""item_name"":""stalen L-profiel wgw35 x 35 x 4mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""11.66"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1161_3847"",""item_name"":""stalen L-profiel wgw 40 x 40 x 4mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""12.71"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1162_3853"",""item_name"":""stalen L-profiel wgw 50 x 50 x 3mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""14.67"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1163_3859"",""item_name"":""stalen L-profiel wgw 50 x 50 x 5mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""18.51"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1166_3865"",""item_name"":""stalen L-profiel wgw 60 x 60 x 6mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""25.55"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1167_3871"",""item_name"":""stalen L-profiel wgw 70 x 70 x 7mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""33.93"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1169_3877"",""item_name"":""stalen L-profiel wgw 80 x 80 x 8mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""43.76"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1171_3883"",""item_name"":""stalen L-profiel wgw 100 x 100 x 10mm  A"",""currency"":""EUR"",""item_category"":""L-profiel gelijk"",""price"":""66.9"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item_list,,,"{""item_list_id"":""Koker vierkant"",""item_list_name"":""Koker vierkant"",""items"":[{""item_id"":""1440_4038"",""item_name"":""stalen koker 20x20x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""8.41"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1041_76"",""item_name"":""stalen koker 25x25x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""9.3"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1042_83"",""item_name"":""stalen koker 30x30x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""10.5"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1456_2778"",""item_name"":""stalen koker 30x30x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""16.04"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1043_90"",""item_name"":""stalen koker 35x35x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""14.59"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1441_2673"",""item_name"":""stalen koker 40x40x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""13.12"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1044_97"",""item_name"":""stalen koker 40x40x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""20.47"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1045_104"",""item_name"":""stalen koker 45x45x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""15.72"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1046_111"",""item_name"":""stalen koker 50x50x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""17.03"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1410_2505"",""item_name"":""stalen koker 50x50x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""27.3"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1425_2603"",""item_name"":""stalen koker 60x60x2mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""20.4"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1047_118"",""item_name"":""stalen koker 60x60x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""25.54"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1048_125"",""item_name"":""stalen koker 70x70x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""31.12"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1049_132"",""item_name"":""stalen koker 80x80x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""34.11"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1050_139"",""item_name"":""stalen koker 100x100x3mm  A"",""currency"":""EUR"",""item_category"":""Koker vierkant"",""price"":""42.88"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item_list,10,,"{""item_list_id"":""Stalen bussen"",""item_list_name"":""Stalen bussen"",""items"":[{""item_id"":""1006"",""item_name"":""Stalen bus 40x5mm, lengte: 50mm "",""currency"":""EUR"",""item_category"":""Stalen bussen"",""price"":""6.48"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1007"",""item_name"":""Stalen bus 40x5mm, lengte: 100mm "",""currency"":""EUR"",""item_category"":""Stalen bussen"",""price"":""8.29"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1008"",""item_name"":""Stalen bus 40x5mm, lengte: 150mm "",""currency"":""EUR"",""item_category"":""Stalen bussen"",""price"":""10.02"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1005"",""item_name"":""Stalen bus 50x5mm, lengte: 50mm "",""currency"":""EUR"",""item_category"":""Stalen bussen"",""price"":""7.02"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1004"",""item_name"":""Stalen bus 50x5mm, lengte: 100mm "",""currency"":""EUR"",""item_category"":""Stalen bussen"",""price"":""9.43"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1003"",""item_name"":""Stalen bus 50x5mm, lengte: 150mm "",""currency"":""EUR"",""item_category"":""Stalen bussen"",""price"":""11.73"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1002"",""item_name"":""Stalen bus 60x5mm, lengte: 50mm "",""currency"":""EUR"",""item_category"":""Stalen bussen"",""price"":""7.46"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1001"",""item_name"":""Stalen bus 60x5mm, lengte: 100mm "",""currency"":""EUR"",""item_category"":""Stalen bussen"",""price"":""10.37"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1000"",""item_name"":""Stalen bus 60x5mm, lengte: 150mm "",""currency"":""EUR"",""item_category"":""Stalen bussen"",""price"":""13.13"",""item_brand"":""No brand"",""quantity"":""1""}]}"
view_item_list,,,"{""item_list_id"":""Hoekstaal"",""item_list_name"":""Hoekstaal"",""items"":[{""item_id"":""2727_4013"",""item_name"":""stalen hoekstaal kgw 15 x 15 x 2mm  A"",""currency"":""EUR"",""item_category"":""Hoekstaal"",""price"":""7.98"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1218_1315"",""item_name"":""stalen hoekstaal kgw 20 x 20 x 2mm  A"",""currency"":""EUR"",""item_category"":""Hoekstaal"",""price"":""10"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1219_1322"",""item_name"":""stalen hoekstaal kgw 30 x 30 x 2mm  A"",""currency"":""EUR"",""item_category"":""Hoekstaal"",""price"":""14.49"",""item_brand"":""No brand"",""quantity"":""1""},{""item_id"":""1220_1329"",""item_name"":""stalen hoekstaal kgw 40 x 40 x 2mm  A"",""currency"":""EUR"",""item_category"":""Hoekstaal"",""price"":""17.18"",""item_brand"":""No brand"",""quantity"":""1""}]}"
